title,budget,revenue,popularity,vote_average,vote_count,genre_names,release_date,overview,poster_path
Alone With Her,1000000,10018,4.118,5.53,66,,2006-04-28,"The harrowing story of a disturbed young man's attempts to win the affections of an unsuspecting young woman. When Doug first sees Amy, he instantly falls for her and begins to watch her every move, going so far as to set up spy cameras in her apartment. However, as his fascination grows into obsession he's no longer satisfied with just watching.",/ruBgXH4UDjNFFQkvQjddjF5EAsj.jpg
The League of Gentlemen's Apocalypse,5600000,2424174,4.423,6.318,66,,2005-06-03,"The fictional world of Royston Vasey is facing apocalypse and the only way to avert disaster is for our nightmarish cast of characters to find a way into the real world and confront their creators. From present day Soho to the fictional film world of 17th Century Britain, the residents must overcome countless bizarre obstacles in their bid to return Royston Vasey to safety.",/4GupEK9IPpX5kIHALKJ7eE7ktB4.jpg
The Power of Few,4000000,45659,6.978,5.185,65,,2013-02-15,"Spies, cops and armed children cross paths on a day of danger, mystery and possible transformation. Five unusual characters are unknowingly connected to an extraordinary smuggling operation, as religious conspiracy collides with urban crime.",/n6uybwXvarrQCMHRfwHMWscbgph.jpg
Show Boat,2300000,11000000,7.04,6.038,65,,1951-07-19,A dashing Mississippi river gambler wins the affections of the daughter of the owner of the Show Boat.,/sk7s574pI9QAi6uVqbTg0bnLEUC.jpg
Breaker! Breaker!,250000,12000000,6.684,4.808,65,,1977-04-01,"Truck driver searches for his brother, who has disappeared in a town run by a corrupt judge.",/gfYp4WG1l4uk5eoUf3Iqe3knwZY.jpg
Deep Blue,5000000,19292500,11.152,6.7,65,,2003-05-18,"Deep Blue is a major documentary feature film shot by the BBC Natural History Unit. An epic cinematic rollercoaster ride for all ages, Deep Blue uses amazing footage to tell us the story of our oceans and the life they support.",/lzKirFeKspU0PktaX5BfdhSofcT.jpg
The Rapture,1227401,1277401,10.633,5.685,65,,1991-10-04,"A lonely telephone operator leading an empty, amoral life finds God — only to have her faith continually tested in ways beyond what she could have imagined.",/j36g0oeqS2hk5rrxVZvAn4Erwvx.jpg
Hidden,2215773,1489526,5.514,5.7,65,,2009-03-04,Painful memories arise when Kai Koss inherits his dead mother's house and goes back to his childhood home after 19 years.,/mKiQ6HihQwG9lmGokwrAANuV14j.jpg
1776,6000000,2800000,11.381,6.977,65,,1972-11-09,"The film focuses on the representatives of the Thirteen original colonies who participated in the Second Continental Congress. 1776 depicts the three months of deliberation (and, oftentimes, acrimonious debate) that led up to the signing of one of the most important documents in the History of the United States, the Declaration of Independence.",/o50REDExdajGxTWczsmC3qcawGr.jpg
Japanese Story,5740000,4098613,8.797,6.377,65,,2003-08-30,"Sandy, a geologist, finds herself stuck on a field trip to the Pilbara desert with a Japanese man she finds inscrutable, annoying and decidedly arrogant. Hiromitsu's view of her is not much better. Things go from bad to worse when they become stranded in one of the most remote regions on Earth.",/bgazOSULGJSF2DNnyfWkOWn74ei.jpg
The Celestine Prophecy,10000000,615752,9.542,5.1,65,,2006-06-01,"A spiritual adventure film chronicling the discovery of ancient scrolls in the rainforests of Peru. The prophecy and its nine key insights predict a worldwide awakening, arising within all religious traditions, that moves humanity toward a deeper experience of spirituality.",/vYo3werqDnxEQHOHoV2pKy7sWAb.jpg
Poolhall Junkies,4000000,563711,7.427,6.392,65,,2002-06-30,A retired pool hustler is forced to pick up the stick again when his brother starts a game he can't finish.,/uExUDK1NHU4AX3oomqYcZaQj3BQ.jpg
Queen of Spades: The Dark Rite,1000000,2228115,3.739,5.331,65,,2015-09-10,"There is an ancient ritual known to humankind for more than a hundred years...According to the legend, an ominous entity known as The Queen of Spades can be summoned by drawing a door and staircase on a mirror in the darkness, and by saying her name three times. The Queen of Spades gets her energy from reflective objects; she cuts locks of hair from those asleep, and those that see her go mad or die. Four teenagers decide to call The Queen of Spades as a joke. But when one of them dies of a sudden heart attack, the group realizes they are up against something inexplicable and deadly dangerous.",/jQ38xui1VOZYb8gzAPZwubg9Dg1.jpg
Sweet Charity,8000000,20000000,8.359,6.731,65,,1969-02-25,"Taxi dancer Charity continues to have faith in the human race despite apparently endless disappointments at its hands, and hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it.",/xUQTDi6PXs09iIG3Yht3D1fGu9g.jpg
Killing the Shadows,3500000,3004541,2.718,7.0,64,,2006-02-17,"Killing The Shadows is a bawdy comic fable set in the Ottoman Empire during the mid-14th century based on two legendary figures in Turkish folkore, the jester Hacivat (Beyazit Ozturk) and the nomad Karagoz (Haluk Bilginer), men who apparently lived and died by their sense of humour.",/vtBYs8Qy6SebElI5l4MPZlRKiOj.jpg
Vikingdom,15600000,747872,11.106,4.086,64,,2013-09-11,A warrior fleeing the violence of his past must take up the sword and risk everything to face a god of incalculable power.,/1WkvcHvSa1EWwAYHrldLCq4bHsJ.jpg
Evanescence - Synthesis Live,100000,1000000,2.905,8.5,64,,2018-10-12,"The two-time GRAMMY Award-winners return as you've never seen them before with Synthesis Live. Filmed in the fall of 2017 at the Grand Theater, Connecticut, this concert film features a re-imagining of some of Evanescence's best-loved songs with the spotlight on Amy Lee's virtuoso piano and voice supported by the combination of full orchestra, electronics and the band. The new arrangements give a focus to the emotions and stories in the band's songs. Filmed at the Grand Theater, Connecticut, Fall 2017",/fdq1ypKj5HYkutD3oyFbp0YiaEp.jpg
"Camille Claudel, 1915",3512454,115860,0.6,6.2,64,,2013-03-13,"Winter, 1915. Confined by her family to an asylum in the South of France - where she will never sculpt again - the chronicle of Camille Claudel's reclusive life, as she waits for a visit from her brother, Paul Claudel.",/jHU5CiEk4QoCrvxJV8uOLxi3y5y.jpg
Not Fade Away,20000000,610792,8.363,5.594,64,,2012-12-21,"Set in suburban New Jersey in the 1960s, a group of friends form a rock band and try to make it big.",/qHYG8V2L4mjQSOiTFG6jheMXZOo.jpg
"Help, I Shrunk My Teacher",7000000,8521017,6.745,5.6,64,,2015-12-17,"Already having a hard time adjusting at his new school, things take a turn for the bizarre for eleven year old Felix when he accidentally shrinks his strict principal to only fifteen centimetres in height!",/dKcp0LzAPF1Y78JjJlVU3WITtms.jpg
Kantara,1934000,60447800,7.281,7.352,64,,2022-09-30,"Shiva, a tribal vagabond lives with his mother in hamlet, stays away from the traditional Daivaradhane and Bhoota Kola legacy due to an unforgettable childhood incident. He is happy loafing around with his friends and doing petty jobs for his landlord. When Forest officer Murali enters the scene, it gives a fresh dimension to the man-vs-nature fight. Can Shiva save the forest from Murali? Or is Murali just a dummy bait cast by bigger fish?",/jIsKmkxMzdCZ0Ux1GVSnu8m6Na6.jpg
The Wild Soccer Bunch 3,4494427,11935024,5.747,5.492,64,,2006-03-01,"After Leon left his team in the historic 25-1 defeat against the national team, Die wilden Kerle broke up. Only the little Nerv still believes in his old heroes and tries to bring the grown-up guys back together with the help of his dreaded side puller. Leon's former best friend Fabi has meanwhile founded his own team, the girls' team, ""The Beastly Beasts"", and challenges ""The Wild Soccer Bunch"" to a duel in the Nattern Cave.",/jC0Wk4DEdG49MLQs7edGW7wnHqM.jpg
Oscar and Lucinda,16000000,1897404,7.683,6.418,64,,1997-12-31,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies.",/9naDX3u4hsRM8jZ0Y7k5e2HAKmY.jpg
Annie Get Your Gun,3768785,8000000,8.368,6.75,64,,1950-05-01,Gunslinger Annie Oakley romances fellow sharpshooter Frank Butler as they travel with Buffalo Bill's Wild West Show.,/c2ZLeqZVI2FYctcrFwm5C86zkLH.jpg
Without Limits,25000000,777423,6.352,6.414,64,,1998-09-11,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",/obQRdZg693lLh0I2vyc2jlP2PJV.jpg
Buck Rogers in the 25th Century,3500000,21700000,5.156,5.915,64,,1979-03-02,"Capt. William ""Buck"" Rogers is a jovial space cowboy who is accidentally time-warped from 1987 to 2491. Earth is engaged in interplanetary war following a global holocaust, and Buck's piloting skills make him an ideal starfighter recruit for the Earth Defense Directorate, where his closest colleagues are Dr. Huer (Tim O'Connor), squadron leader Col. Wilma Deering (former model Erin Gray), the wisecracking robot Twiki (voiced by cartoon legend Mel Blanc), and a portable computer-brain named Dr. Theopolis.",/up1T1QGSSCfoyuCra0Qnv2yItFt.jpg
Pal Joey,3000000,7000000,8.083,6.32,64,,1957-10-25,An opportunistic singer woos a wealthy widow to boost his career.,/114Nev9VmP2DmS4HM60rXNrN7F4.jpg
The Players Club,4500000,23261485,9.432,6.27,64,,1998-04-08,"Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.",/zq6D4HBRK6GMaJj4w5n5QsKXkLF.jpg
The Car Keys,3500000,1033000,3.907,5.141,64,,2003-12-10,"Who would think losing car keys could lead us that far ? Be careful, adventure is on every street corner...",/zzaO8iWpWEA84kD2L02xCOqZ9p3.jpg
Me and My Sister,4277280,10467048,4.986,5.563,64,,2004-11-21,"Louise, who has just written a novel, comes to Paris to meet with a potential publisher. While in the city, she stays with her older sister, Martine, who in many ways is the exact opposite of Louise: she lives in a fashionable neighborhood, is cold to others, and has snobby friends, while Louise lives in a small town and is thoroughly unpretentious. Louise's apparent happiness -- and similarities to their mother -- gradually gets on Martine's nerves.",/kvB5SYoP4qXzajrOgGvMVRl1Dh4.jpg
Behind the Green Door,60000,25000000,13.147,5.875,64,,1972-12-17,"Gloria is kidnapped and taken to a theater where she is told that she will have ""the most exquisite moment of her life."" She shares many sexual and intimate experiences on a stage in front of a small masked audience that grows increasingly aroused as the performance progresses.",/cPFDbaM6BPOGHvQ7ZvzbB9Kin7K.jpg
Elsa & Fred,2600000,2985837,5.146,7.6,64,,2005-07-28,"When the retired seventy-seven years old hypochondriac widower Fred moves to an apartment in Madrid, his temperamental daughter Cuca has an incident with his next door neighbor, the elder Argentinean Elsa. Later, they meet each other and Elsa seduces Fred with her reckless behavior and view of life and they have a romance.",/4xjfBIP8BCCkKDmSBlAfguUiW8N.jpg
The Razor's Edge,13000000,6551987,10.748,6.266,64,,1984-10-19,"An American WWI vet undertakes a spiritual quest that takes him from Paris to Nepal to the Himalayas and back to his hometown. Upon his return, he discovers he is not the only one who has changed.",/dpMkN2cJOChDu8cmuhoRAUv4Snn.jpg
Sarkar,1900000,5900000,6.964,6.891,64,,2005-07-01,"Subhash Nagre runs a parallel government in the city where he has a cult following. When his enemies plot to murder him, his son takes charge and stands up against them.",/lEcqRvY25zvzUkcevC900r020Os.jpg
The House of Mirth,10000000,5164404,7.554,6.367,64,,2000-09-23,A woman risks losing her chance of happiness with the only man she has ever loved.,/mQJNsE6Q25s9oTRmh3Sg4yvzdDN.jpg
Doctor Detroit,8000000,10375893,5.73,5.078,64,,1983-05-06,A shy but gentle man named Clifford Skridlow is a professor of comparative literature at the financially-strapped fictional Monroe College in Chicago. A chance encounter with four beautiful women at a restaurant changes his life forever.,/aluYVLiLMn5cRPBJV6YyXkItwyZ.jpg
Silent Fall,30000000,3180674,7.646,5.078,63,,1994-10-28,"When an autistic boy witnesses his parents' double murder, controversial therapist Dr. Jake Rainer seeks to probe the child's mind in order to solve the case.",/sZHKl37r0Ryb6wS29tJGtoH0r2d.jpg
De Dana Dan,8000000,9000000,6.922,5.619,63,,2009-11-27,Two down on their luck men tries to kidnap a wealthy businesswoman's dog to demand a hefty ransom from her.  But things go haywire when the dog goes missing.,/htOpALyz5x1Ee7YuZpaRCPEwEuX.jpg
Yuppies 2,1721522,6025330,4.5,5.159,63,,1986-12-23,"Continuano le avventure degli yuppies milanesi, sempre tirati a lucido, ""di casa"" in via Montenapoleone o al Nepentha, impeccabili nel vestire e ""vincenti"" sul lavoro, un po' meno nella vita privata.",/ipFKXSGafLLJg3nOg0UBmmttKq3.jpg
